Question,Answer 1,#1,Answer 2,#2,Answer 3,#3,Answer 4,#4,Answer 5,#5,Answer 6,#6,Answer 7,#7
Name Something A Mom Might Tell Her Kid To Shower After Doing,Playing Outside,52.0,Playing Sports,25.0,Swimming,18.0,Getting Out Of Bed,3.0,,,,,,
Name Something That Happens To People When They Get Embarrassed.,Blush,66.0,Cry,19.0,Sweat,7.0,Giggle,5.0,,,,,,
Like A Colored Easter Egg Which Holiday Object Is Fun To Have When Its Fresh But Not Fun To Find Months Later.,Jack O’Lantern,38.0,Fruitcake,27.0,Christmas Tree,17.0,Gingerbread House,4.0,,,,,,
Name A Common Gag Gift At An “Over The Hill” Birthday Party.,Cane,45.0,Diapers,31.0,Black Balloons,9.0,Glasses,4.0,,,,,,
Name A Famous Desert,Sahara,65.0,Mojave,17.0,Death Valley,9.0,Gobi,5.0,,,,,,
Name A Quality Thats Important In A Friend and Even More Important In A Spouse.,Trustworthiness,65.0,Sense Of Humor,20.0,Kindness,9.0,Good Communicator,4.0,,,,,,
Without The Uniform How Can You Tell That Someone Is In The Mlitary,Haircut,42.0,Confident Walk,24.0,Badge,18.0,Good Posture,14.0,,,,,,
Name A Special Occasion For Which Someone Might Go To A Hairdresser,Wedding,65.0,Prom,22.0,Birthday Party,4.0,Graduation,4.0,,,,,,
Name A Part Of The Body That Gets Mentioned A Lot In Romantic Songs,Lips,38.0,Heart,32.0,Eyes,26.0,Hair,3.0,,,,,,
Tell Me Something You Hate To Wear Too Short.,Skirt/Dress,57.0,Pants,19.0,Shorts,13.0,Hair,9.0,,,,,,
Name Something Most Parents Would Let Their Teen Experiment With,Driving,37.0,Make Up,25.0,Dating,21.0,Hairstyle,12.0,,,,,,
Name Something You Do To Get Rid Of A Song Thats Stuck In Your Head.,Sing/Hum It Through,45.0,Think Of Other Songs,36.0,Go To Sleep,10.0,Have A Conversation,6.0,,,,,,
Name Something An Elevator Operator Probably Gets Tired Of Saying,Which Floor?,43.0,Going Up?,36.0,Hello,14.0,Have A Nice Day,3.0,,,,,,
Name Something People Write About In Their Yearly Christmas Letter To Loved Ones.,Family,55.0,Greetings,33.0,Career,6.0,Health,5.0,,,,,,
What Do People Pay To Have Guessed At The Carnival?,Weight,70.0,Age,20.0,Future,6.0,Height,3.0,,,,,,
Instead Of A Schoolbus How Might A Wealthy Kid Get To School?,Limo,48.0,Their Own Car,42.0,Taxi,6.0,Helicopter,3.0,,,,,,
Name Something Naughty That Children Do While At The Store,Steal,49.0,Cry/Scream,27.0,Run Off,14.0,Hide,8.0,,,,,,
Name A Situation In Which Someone Might Get Crowned.,Prom,41.0,Coronation,29.0,Beauty Pageant,16.0,Homecoming,12.0,,,,,,
Name A Word Grooms Say Theyll Do At The Alter But Probably Never Say After The Wedding,Obey,39.0,Love,28.0,Cherish,15.0,Honor,11.0,,,,,,
What Do Some People Look To For Relationship Guidance That You Dont Believe In?,Therapist,38.0,Psychic,23.0,Books,14.0,Horoscope,12.0,,,,,,
Name Something A Woman Might Stop Maintaining Once Shes In A Serious Relationship,Weight,41.0,Looks,33.0,Friendships,10.0,House,9.0,,,,,,
Name A TV Show Past Or Present That Takes Place In A Hospital,ER,43.0,General Hospital,31.0,Grey’s Anatomy,14.0,House,6.0,,,,,,
Name Something People Pose In Front Of For Their Christmas Photos.,Tree,46.0,Fireplace,33.0,Santa Claus,17.0,House,3.0,,,,,,
Whats The First Thing Youre Likely To Be Asked About At Your High School Reunion?,What Do You Do?,51.0,Married?,21.0,Have Any Kids?,12.0,How Are You?,8.0,,,,,,
In The Grocery Store How Can You Identify A Penny-Pincher?,Bring Coupons,61.0,Carry A Calculator,22.0,Buy Generic Brands,11.0,How They Dress,3.0,,,,,,
While At The Wedding Name Away You Can Tell That The Marriage Wont Last,Fights At Wedding,67.0,Bride/ Groom Flirting,15.0,Crying/ Sad Faces,9.0,How They Kiss,7.0,,,,,,
Name A Muscular Celebrity Who Would Probably Have Trouble Finding Clothes In His Size.,Arnold Schwarzenegger,43.0,The Rock,20.0,Vin Diesel,16.0,Hulk Hogan,12.0,,,,,,
Name A Way You Can Tell Someone Is A Doctor By Just Looking At Them.,Stethoscope,39.0,White Coat,28.0,Scrubs,19.0,ID Photo,9.0,,,,,,
Name Something A Doctor Better Not Be Afraid Of,Blood,43.0,Needles,32.0,people,15.0,Illness/ Germs,5.0,,,,,,
Name An Article Of Clothing That Youd Only Try On In Front Of Someone With Whom Youre Very Comfortable.,Bra,39.0,Underwear,27.0,Bathing Suit,12.0,Jeans,10.0,,,,,,
Other Than Teeth Name Something People Use A Toothbrush To Clean,Shoes,34.0,Toilet,29.0,Floor,14.0,Jewelry,9.0,,,,,,
Name Something That Comes In A Carton,Milk,64.0,Eggs,16.0,Cigarettes,7.0,Juice,4.0,,,,,,
Name Something A Hollywood Stunt Person Gets Paid To Do But Your Teen Would Get Punished For Doing.,Crashing The Car,43.0,Speeding,22.0,Fighting,17.0,Jumping Off Roof,15.0,,,,,,
Name Something A Divorced Person Might Do With Their Wedding Ring,Sell It,60.0,Throw It Away,20.0,Give It Back,11.0,Keep It,6.0,,,,,,
What Do Parents Instruct Their Children To Do While Riding In The Car?,Be Quiet,36.0,Buckle Up,34.0,Sit Down,14.0,Keep Still,13.0,,,,,,
If There Was A School For Training Rock Stars Who Might Be The Principal?,Ozzy Osbourne,49.0,Mick Jagger,26.0,Gene Simmons,14.0,Kid Rock,5.0,,,,,,
Name Something You Might Climb A Tree To Get,Cat,42.0,Fruit,24.0,Ball,21.0,Kite,11.0,,,,,,
Which Magic Trick Would Become Dangerous If The Magician Was A Phony?,Person Cut In Half,52.0,Sword Swallow,19.0,Disappearing Act,14.0,Knife Throwing,11.0,,,,,,
Name A Way To Tell If You Neighbors Are Home.,Lights On,53.0,Car In Driveway,30.0,Noice,8.0,Knock On Door,6.0,,,,,,
Name A Meal That Someone Who Loves Cheese Would Eat Often,Pizza,53.0,Mac And Cheese,25.0,Grilled Cheese,13.0,Lasagna,7.0,,,,,,
Name A Food That You Often Burn Your Tongue While Eating.,Soup,46.0,Pizza,33.0,Chili,14.0,Lasagna/Pasta,3.0,,,,,,
What Everyday Activity Burns The Most Calories?,Walking/ Running,67.0,Cleaning,15.0,Intercourse,8.0,Laughing,5.0,,,,,,
What Domestic Activity Would You Be Surprised To Find Mrs. Claus Couldnt Do?,Cook,64.0,Sew,17.0,Clean,14.0,Laundry,3.0,,,,,,
Where In Your House Might You Find Something Labeled Poisonous?,Under Kitchen Sink,47.0,Garage,23.0,Medicine Cabinet,21.0,Laundry Room,7.0,,,,,,
Name Something You Look Forward To Getting In The Mail.,Paycheck,52.0,Package,18.0,Birthday Cards,15.0,Letters,13.0,,,,,,
Name Something From Your Ex That You Might Get Rid Of When Starting A New Relationship.,Pictures,46.0,Jewelry,32.0,Their Clothes,14.0,Letters,6.0,,,,,,
Other Than Matches Name Something People Use To Start A Fire.,Lighter,42.0,Sticks,28.0,Flint,14.0,Lighter Fluid,7.0,,,,,,
Name A Weather Condition That Might Cause You To Have Wacky Hair,Rain,66.0,Wind,17.0,Humidity,12.0,Lightning,3.0,,,,,,
What Do You See In The Mall That Lets You Know Christmas Is Coming?,Santa Claus,43.0,Decorations,30.0,Pine Tree,15.0,Lights,10.0,,,,,,
How Can You Tell That The Person Who Shares Your Room Is Having Trouble Sleeping?,Tossing And Turning,72.0,Talking,18.0,Watching TV,4.0,Lights On,4.0,,,,,,
Name A Game In Which Small Children Have An Advantage Over Adults,Hide And Seek,44.0,Tag,18.0,Twister,16.0,Limbo,10.0,,,,,,
Name A Phrase Thats Said In Commercials To Get You To Buy The Product Right Away.,Free Gift,38.0,Call Now,28.0,On Sale,20.0,Limited Time Offer,9.0,,,,,,
What Would Santa Hate To Forget On Christmas Eve?,Presents,52.0,Reindeer,26.0,Sleigh,18.0,List,3.0,,,,,,
Name A Crime That Most Cops Have Probably Committed Themselves.,Speeding,58.0,Stealing,34.0,Jaywalking,3.0,Littering,3.0,,,,,,
What Might A Poker Player Do To Make Bluffing Easier?,Wear Sunglasses,50.0,Kepp A Straight Face,41.0,Drink,6.0,Look Away,3.0,,,,,,
What Might Authorities Ask To See When Youre Crossing An International Border?,Passport,46.0,ID/License,38.0,Birth Certificate,6.0,Luggage,5.0,,,,,,
If You Met The Real Life Prince Charming How Would You Know It Was Him?,Wears A Crown,38.0,Rides White Horse,25.0,Good Looking,14.0,Magical Kiss,12.0,,,,,,
Name An Occupation In Which Youd Need To Wear Comfortable Shoes.,Doctor/Nurse,55.0,Food Service,28.0,Teacher,5.0,Mail Carrier,5.0,,,,,,
Name A Part Of Your Morning Ritual That Its Hard To Get The Energy To Do.,Shower,54.0,Get Out Of Bed,21.0,Exercise,20.0,Make Breakfast,4.0,,,,,,
Name A Food That You Might Need Help Removing The Lid From,Pickles,44.0,Jelly,39.0,Peanut Butter,9.0,Mayonnaise,5.0,,,,,,
Name The Electronic Device That You Use Most In A Day,Cell Phone,55.0,Computer,24.0,TV,11.0,Microwave,3.0,,,,,,
Name Something In Your House That Has Numbers On It.,Phone,43.0,Clock,38.0,TV/Remote,5.0,Microwave,5.0,,,,,,
Name Something Many People Probably Lie About In Their Personal Ads,Age,45.0,Weight,27.0,Appearance,14.0,Money,4.0,,,,,,
Name A Type Of Candy That Sounds Like Something Youd Dig Up From The Ground,Gummy Worms,45.0,Rock Candy,28.0,Pop Rocks,16.0,Mounds,10.0,,,,,,
Name A Direction Youre Given When Having A Group Photo Taken.,Smile,55.0,Say Cheese,30.0,Move Left/Right,5.0,Move Closer,5.0,,,,,,
Name Something That Action Movie Stars Always Jump Off Of.,Buildings,51.0,Bridge,21.0,Cliff,11.0,Moving Cars,10.0,,,,,,
How Can You Tell That A TV Show Is Old Time?,Black And White,56.0,Clothes,23.0,Old Cars,13.0,Music,7.0,,,,,,
Name A Party Game That YouD Be Surprised To See At An AdultS Birthday,Pin The Tailâ€¦,50.0,Twister,19.0,Spin The Bottle,12.0,Musical Chairs,8.0,,,,,,
Name A Fictional Character Who Makes Spy Work Look Like A Lot Of Fun.,Inspector Gadget,32.0,Sherlock Holmes,29.0,James Bond,25.0,Nancy Drew,5.0,,,,,,
What Ailment Might You Have The Morning After A Wild Party?,Hangover,39.0,Headache,27.0,Sore Dancing Legs,12.0,Nausea,8.0,,,,,,
Name A City That Is Best Known For Its Nightlife,New York,42.0,Las Vegas,37.0,Los Angeles,9.0,New Orleans,6.0,,,,,,
We Asked 100 Wives: What Does Your Husband See On TV That Guarantees Hell Stop Flipping Channels?,Sports,51.0,Beautiful Women,37.0,Cars,6.0,News,3.0,,,,,,
Name Something Of Your That The Dog Likes To Play With.,Shoes,40.0,Socks,30.0,Ball,25.0,Newspaper,3.0,,,,,,
Name Something An Astronaut Has To Go Without When Traveling In Space,Decent Food,31.0,Family,26.0,Gravity,25.0,Normal Bathroom,13.0,,,,,,
Name Something You Hope A Restaurant Chef Didnt Do Before Cooking Your Meal.,Got Sick,56.0,Drink,26.0,Smoke,3.0,Not Wash Hands,3.0,,,,,,
Name A Place Where You Often Find An Elevator.,Hotel,38.0,Mall,24.0,Hospital,16.0,Office Building,11.0,,,,,,
Name A Style Of Music That Youd Be Surprised To Hear That A Teenager Listened To.,Classical,43.0,Country,27.0,Jazz,19.0,Opera,9.0,,,,,,
Tell Me An Excuse For Not Going To Work That No One Really Believes,Sick,63.0,Car Trouble,12.0,Traffic,9.0,Overslept,6.0,,,,,,
What Diaper Bag Item Would A Parent Hate To Be Without?,Diapers,49.0,Wipes,33.0,Bottle,13.0,Pacifier,3.0,,,,,,
We Asked 100 Married Women: Name Something You Wish Your Husband Would Be More Helpful With Around The House,Dishes,42.0,Laundry,31.0,Cooking,14.0,Parenting,11.0,,,,,,
Name A Way That You Can Track Down An Old Friend,Internet,41.0,Phone Book,35.0,Friends,12.0,Parents,4.0,,,,,,
Name A Place Where A Teenager Wouldnt Want To Be Seen With Their Parent.,Mall,41.0,School,28.0,Movie Theatre,11.0,Party,7.0,,,,,,
Name A Fruit That Can Get Bruised,Apple,45.0,Peach,25.0,Bananas,22.0,Pear,6.0,,,,,,
Name Something A School Wastebasket Is Probably Full Of.,Paper,60.0,Gum,27.0,Food Wrappers,4.0,Pencil Shavings,3.0,,,,,,
Name An Object Considered To Be Good Luck,Four Leaf Clover,38.0,Rabbit’s Foot,38.0,Horseshoe,14.0,Penny,9.0,,,,,,
Name The Worst Job For Someone With Allergies.,Gardener/Landscaper,45.0,Veterinarian,29.0,Florist,13.0,Pet Groomer,4.0,,,,,,
Name Something A Parent Might Limit Their Childs Time Using,TV,44.0,Computer,26.0,Video Games,12.0,Phone,10.0,,,,,,
Name A Piece Of Information Thats On Every Menu,Prices,59.0,Names of Dishes,20.0,Name Of Business,11.0,Phone Number/ Address,9.0,,,,,,
Where Specifically Would You Most Hate To Find Ants?,Kitchen,39.0,Bed,24.0,Pants,19.0,Picnic,17.0,,,,,,
Name A Reason Why Youd Get A Blindfold.,Surprise Party,50.0,Pin Tail On Donkey,27.0,Kidnapped,18.0,Pinata,3.0,,,,,,
Name A Meal That Most People Can Make Without A Recipe,Eggs,32.0,Spaghetti,25.0,Mac And Cheese,17.0,Pizza,12.0,,,,,,
Name A Profession That Someone May lie About Having Just To Impress A Guy or Girl.,Doctor,41.0,Lawyer,25.0,Actor,15.0,Police Officer,5.0,,,,,,
Name An Occupation In Which You Might Be Able To Get Away With Breaking The Law.,Police Officer,51.0,Lawyer,34.0,Judge,8.0,Politician,5.0,,,,,,
What Might Happen To Cause A Rock Concert To End Abruptly?,Violence,37.0,Bad Weather,33.0,Fire,26.0,Power Outage,3.0,,,,,,
Which Word Or Phrase Is Often Used As A Magicians Magic Word(s)?,Abra Cadabra,51.0,Hocus Pocus,24.0,Alla Kazam,12.0,Presto,9.0,,,,,,
Name A Job Where You Get To Play With Dolls All Day.,Toy Store,44.0,Toy Maker,27.0,Child Care,18.0,Puppeteer,9.0,,,,,,
Name Something A Woman Would Hate To Have The Same As Someone Else,Outfit,66.0,Man,15.0,Hairstyle,10.0,Purse,4.0,,,,,,
Name An Animal That Sleeps During The Day And Stays Up At Night.,Bat,44.0,Owl,28.0,Cat,23.0,Raccoon,24.0,,,,,,
Name Something Youd Hate To Have Happen If You Went Up In A Hot Air Balloon.,Fall Out,43.0,Pops,28.0,Collision,23.0,Rains,4.0,,,,,,
Name Something That Builds A Nest,Bird,47.0,Snakes,32.0,Bee,12.0,Rat,3.0,,,,,,
If Youre Driving In The Middle Of No Where What Animal Might You See Crossing The Street?,Deer,50.0,Cow,24.0,Moose,10.0,Rat,3.0,,,,,,
Name An Animal Thats Not Loved By Many People,Snake,45.0,Bear,19.0,Shark,16.0,Rat,10.0,,,,,,
Name Something That You Often Have A Hard Time Concentrating On.,Work,37.0,Tests,20.0,Schoolwork,18.0,Reading,15.0,,,,,,
Name A Color Some Men Never Wear,Pink,65.0,Purple,18.0,Yellow,9.0,Red,5.0,,,,,,
Name Something Santa Might Bring With Him To Keep From Getting Lost On Christmas Eve.,Map,57.0,GPS,17.0,Compass,13.0,Reindeer,11.0,,,,,,
Name Something A Politician Does When Scandalous News Breaks Out About Them.,Lie/Deny It,49.0,Go Into Hiding,20.0,Apology/Press Conference,19.0,Resign,7.0,,,,,,
Name Something That Can Cause A Flat Tire.,Nail,50.0,Glass Shard,29.0,Pin,12.0,Rocks,6.0,,,,,,
Name A Sport That You Wouldnt Play Without Protective Equipment,Football,54.0,Hockey,31.0,Baseball,10.0,Rugby,3.0,,,,,,
Why Might A Door-To-Door Salesperson Skip A Particular House?,Barking Dog,46.0,No One’s Home,26.0,No Soliciting Sign,17.0,Run Down House,7.0,,,,,,
Name Something You Include On A Letter But Not On An E-Mail.,Stamp,64.0,Signature,19.0,Address,12.0,Salutation/ Greeting,3.0,,,,,,
Name Something You Imagine Youd See All Over If You Went To Australia,Kangaroos,59.0,Ocean,16.0,Koalas,12.0,Sand Beaches,10.0,,,,,,
Name A Cartoon Pet Thats Smarter Than Its Owner.,Garfield,51.0,Snoopy,39.0,Dino,5.0,Scooby Doo,3.0,,,,,,
Name A Famous Sight That Tourists Take An Elevator Up To See,Empire State Bldg.,35.0,Eiffel Tower,31.0,Statue Of Liberty,22.0,Sears Tower,11.0,,,,,,
Name An Activity Thatd Be Hard To Do By CandleLight,Read,62.0,Cook,21.0,Write,8.0,Sew,6.0,,,,,,
Name An Article Of Clothing That Usually Cant Be Put In The Dryer,Sweater,33.0,Bra,26.0,Coat,19.0,Shoes,8.0,,,,,,
Name An Expense From A Business Trip That Your Employer Probably Wouldnt Reimburse,Fancy Meals,51.0,Alcohol,31.0,Entertainment,8.0,Shopping,7.0,,,,,,
Instead Of Their First Name What Might A Parent Shout When Calling For Their Child?,Whole Name,38.0,Nickname,25.0,Hey,15.0,Sibling’s Name,12.0,,,,,,
After Having Kids Name Something That Happens That Interrupts A Couples Alone Time At Night.,Crying Baby,37.0,Nightmares,23.0,Feeding Times,18.0,Sick Kid,14.0,,,,,,
What Might You Bring To The Stadium If You Wanted To Be Featured On The Jumbo Tron Screen.,Sign,45.0,Foam Finger,23.0,Attractive Woman,12.0,Silly Hat,9.0,,,,,,
Name A Type Of Contest You Might Enter At A County Fair,Eating,36.0,Cooking,27.0,Beauty,19.0,Singing,7.0,,,,,,
How Many Weeks In Advance Do You Decorate For Christmas?,Four Weeks,43.0,Three Weeks,22.0,Two Weeks,12.0,Six Weeks,9.0,,,,,,
Name Something About A Cartoon Character That Might Be Brightly Colored,Clothes,41.0,Hair,36.0,Eyes,12.0,Skin,9.0,,,,,,
What Do People Do More On The 4th Of July Than On The 5th Of July?,Drink,40.0,Fireworks,36.0,Eat,19.0,Sleep,4.0,,,,,,
Name An Animal That A Pirate Would Most Likely Have On His Ship.,Parrot,55.0,Minkey,31.0,Dog,10.0,Snake,3.0,,,,,,
Name Something You Can Build With Snow,Snowman,68.0,Igloo,15.0,Snow Fort,8.0,Snowball,4.0,,,,,,
Name Something Husbands Will Admit That They Borrow From Their Wives,Money,67.0,Car,18.0,Razor,9.0,Socks,4.0,,,,,,
Unlike Coffee Name A Beverage That You Could Never Make Money Off Selling By The Cup.,Water,46.0,Milk,34.0,Lemonade,7.0,Soda,6.0,,,,,,
Name A Word That Polite People Use Often.,Please,54.0,Thanks,31.0,Pardon/Excure Me,11.0,Sorry,3.0,,,,,,
Name Something About Love That Some People Believe In and Others Dont,Love At First Sight,33.0,Endless,27.0,Fate,25.0,Soul Mates,9.0,,,,,,
Name Something People In The 1950s Thought We Would Have By The Year 2000,Flying Cars,61.0,Time Travel,14.0,Robots,13.0,Spaceships,8.0,,,,,,
Name A Type Of Photo That Most People Donâ€™T Smile In,Passport,31.0,Mug Shot,30.0,Driver’s License,23.0,Sports Photo,5.0,,,,,,
Which Food That Gets Stuck In You Teeth Should Be Avoided On A Date?,Corn,33.0,Spinach,23.0,Popcorn,19.0,Steak,11.0,,,,,,
Name Something You Would Need To Eat A Steak.,Knife,71.0,Fork,16.0,Teeth,6.0,Steak Sauce,5.0,,,,,,
Name Something Youd Find In A Punk Rockers Bedroom,Guitar,46.0,Posters,41.0,Hair Gel,5.0,Stereo,4.0,,,,,,
Name A Trait Thats Essential For A High School Teacher To Have,Patience,46.0,Intelligence,35.0,Friendly Personality,10.0,Strictness,7.0,,,,,,
If A Person Doesnt Cook Well Which Thanksgiving Food Might They Buy Instead Of Bake?,Turkey,54.0,Pumpkin Pie,32.0,Cake,8.0,Stuffing,5.0,,,,,,
Name A Reason Other Than Hard Work That Your Boss Would Give You A Raise,Dating The Boss,24.0,On Time/ Attendance,16.0,Blackmail,12.0,Sucking Up,5.0,,,,,,
Name Something Your Teen Likes To Wear But You Hope Hell Leave Home On Picture Day.,Baseball Cap,71.0,Piercing,12.0,Makeup,7.0,Sunglasses,7.0,,,,,,
Name Something Humans Wear But Cats Look Silly In,Hats,44.0,Shoes,31.0,Glasses,12.0,Sweater,10.0,,,,,,
Name An Article Of Clothing Your Husband Often Receives At The Holidays But Rarely Wants,Tie,42.0,Socks,32.0,Underwear,15.0,Sweater,6.0,,,,,,
Other Than Letter And Punctuation Keys Which Computer Key Would You Not Want To type A Report Without?,Enter,38.0,Space Bar,26.0,Backspace,16.0,Tab Key,15.0,,,,,,
Name Something A Doctor Might Ask A Patient To Do During A Checkup.,Undress,38.0,Cough,24.0,Open Wide,20.0,Take A Big Breath,14.0,,,,,,
We Asked 100 Men: Name Something Your Partner Will Never Do As Well as Mom.,Cook,54.0,Clean,25.0,Laundry,4.0,Take Care Of Me,3.0,,,,,,
Name Something A Child Does To Prove Theyre Too Sick For School.,Cough,50.0,Vomit,25.0,Cry,13.0,Take Temperature,10.0,,,,,,
Name Something In Your Daily Routine You Could Still Do Even If Youre Wearing a Strait Jacket.,Eat,30.0,Sleeping,28.0,Watch TV,23.0,Talk,13.0,,,,,,
What Might Your Co-Worker Do To Let You Know She Is Very Excited About Christmas?,Decorate,44.0,Sing Carols,37.0,Dress Up,9.0,Talk About It,8.0,,,,,,
If You Sent A Postcard From China What Would Be Pictured On The Front?,Great Wall,54.0,Panda,19.0,Dragon,13.0,Temple,4.0,,,,,,
Name Something You Say At The End Of A Date Even If You Dont Mean It.,I Love You,44.0,I Had A Good Time,28.0,I’ll Call You,16.0,Thank You,7.0,,,,,,
What Sticks In Your Head Most From An Irritating But Memorable Commercial.,Song,42.0,Character/ Voice,28.0,Slogan,19.0,The Product,8.0,,,,,,
Name A Reason Somebody Would Wear A Hat All The Time,Balding,63.0,Bad Hair Day,19.0,Protect From The Sun,9.0,They’re Cold,4.0,,,,,,
Name A Reason People Might Put Lawnchairs On The Sidewalk,Parade,65.0,Sunbathing,11.0,Yard Sale,7.0,Throwing Them Out,4.0,,,,,,
Before You See Any Fighting How Do You Know Youre Watching A Kung Fu Movie?,Actors,48.0,Subtitles,29.0,Music,15.0,Title,4.0,,,,,,
Name Somewhere That Parents Cant Wait For Their Kids To Go,To School,58.0,To Bed,22.0,To A Friend’s House,8.0,To Summer Camp,3.0,,,,,,
